file_name,user_id,phrase,authorized,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,rolloff_mean,rms_mean
confirm_noise.wav,Ayomide,confirm,1,-267.15054,44.7869,22.47846,34.502148,11.568576,14.97515,4.367439,10.5087595,1.3487998,10.137762,-3.7741,8.594281,-7.47819,14.78267,-4.9659452,11.017202,-4.799254,8.259681,-1.8475899,6.597393,-2.0206969,5.6403365,-2.6045735,5.3984103,-1.4200252,4.0159917,6208.333333333333,0.016829511
yes_pitchup.wav,Ayomide,yes,1,-497.975,149.49217,47.76815,32.38989,29.212885,27.197565,7.2631516,18.277264,9.6637125,15.8802,-5.2145658,20.216496,-7.703999,18.811054,-0.10495213,7.169262,-7.3485966,15.420711,-3.385975,12.574221,-1.7988095,9.38144,-4.1869426,9.127471,2.622803,7.564222,5044.122869318182,0.011503118
yes_noise.wav,Ayomide,yes,1,-272.96487,46.72224,13.639166,27.587708,10.638322,18.04987,3.8541155,11.236017,2.8157396,10.362837,-0.6305735,7.375325,-5.9954906,15.564577,-1.9964997,5.0248637,-3.7968278,8.826977,-3.4189634,10.377786,-2.8083544,7.409654,-1.8895402,6.5247164,-2.0755024,5.078177,6428.355823863636,0.01893472
yes_fast.wav,Ayomide,yes,1,-505.48663,156.90668,53.355255,30.907892,32.57016,25.105526,10.338621,19.111416,10.346474,17.579308,3.0225098,12.276404,-10.281339,24.758505,0.77115214,5.5885396,-6.2729278,12.108143,-5.274539,15.079153,-3.3424232,9.325684,-2.785172,8.220073,-4.217752,10.658956,4974.8046875,0.01164324
confirm_pitchup.wav,Phinah,confirm,1,-319.87686,71.59495,63.481106,38.919804,2.9521415,23.684423,-10.926874,22.609837,6.443592,10.981158,-8.904108,11.015464,-14.66288,14.451475,-3.5379953,9.124753,-8.23498,7.737408,-3.0222332,6.220542,-6.4905634,8.496941,3.680788,5.0816627,-4.0237894,4.6915116,4542.738970588235,0.017662253
confirm_fast.wav,Phinah,confirm,1,-316.9945,76.933,62.70116,37.421806,11.005318,20.232882,-12.920205,22.57035,6.160067,11.175795,-0.6965709,11.771656,-15.115195,15.923099,-3.573646,8.01526,-9.273346,8.919958,-3.1326144,7.9151154,-9.072789,6.5019927,1.0371202,6.989597,-1.3118033,4.4296284,4846.409574468085,0.020033585
confirm_noise.wav,Phinah,confirm,1,-237.2725,40.85778,31.169079,32.312344,11.45381,16.330849,-5.184541,15.753903,1.6691391,7.824052,-0.8457391,9.23587,-10.542949,11.975295,-7.040366,8.782141,-4.9697266,7.8982306,-3.4381824,6.252506,-5.562577,5.4759784,-1.0515987,5.5368276,0.14379284,3.2877636,5972.579656862745,0.028639026
yes_pitchup.wav,Phinah,yes,1,-353.97568,76.191986,63.310562,23.534763,-2.2501595,22.856197,2.1596692,12.468009,9.220589,16.930037,-4.4504495,17.820887,-4.0350924,10.0904255,-2.7773714,12.343008,-8.954405,9.663817,1.3335674,6.6478305,-1.9738518,4.344605,4.83027,4.8205676,-2.3956025,7.9260716,4653.048155737705,0.016431432
yes_noise.wav,Phinah,yes,1,-252.46451,37.91677,26.83813,24.809866,8.38349,16.024967,0.36174983,9.917515,6.911778,10.063844,0.4053334,12.469082,-1.0617496,9.9878235,-1.1317214,8.191132,-3.1790485,9.822708,-2.358424,7.362592,-1.1502981,4.982631,-0.3845069,5.3116336,1.5766757,4.927965,6094.262295081967,0.026534572
yes_fast.wav,Phinah,yes,1,-349.71713,76.833916,62.528038,25.305027,4.0543156,23.735975,-0.47287193,14.448342,13.77375,13.046623,-1.7085437,17.068197,-2.8925965,11.35359,1.7737176,9.712148,-7.3652673,10.873661,-2.9065516,8.84205,-3.3027556,5.651722,2.4708698,5.549904,0.8366146,5.772188,4854.213169642857,0.015783329
confirm_pitchup.wav,Carine,confirm,1,-546.3387,97.71194,123.28818,36.036705,-14.787402,29.124147,27.210802,19.136656,14.061958,15.827252,-0.9538496,11.381424,-7.6149125,10.04931,16.512943,8.488997,-2.2741392,9.269994,10.923532,9.607084,0.21458973,11.551849,4.455795,8.39343,1.6293935,7.424991,2237.010542168675,0.0037334906
confirm_fast.wav,Carine,confirm,1,-550.47845,97.92994,131.96066,35.638863,-13.965252,29.597998,25.183004,16.153378,17.261236,18.173513,9.747006,8.508285,-12.491478,11.75196,15.0753975,6.5169005,1.635138,10.968259,7.6588607,11.148422,4.9467144,6.298761,1.717826,7.2257953,2.4578114,7.182962,2035.2590460526317,0.0037878728
confirm_noise.wav,Carine,confirm,1,-285.80573,17.480518,11.5028715,14.733342,5.636975,9.419375,4.381611,6.2082734,4.535351,6.5649514,2.9997306,4.4094434,1.8187323,5.4609838,2.6175327,4.9830885,2.2663088,4.138351,1.8819319,4.0972443,0.9312973,5.1831126,0.1190715,4.0909653,0.8720935,3.984122,6600.903614457831,0.0076826178
yes_pitchup.wav,Carine,yes,1,-477.7461,100.620285,127.61061,41.27847,-13.4762125,23.297403,35.16291,22.89566,10.837343,14.331219,-4.8779554,13.240433,-10.671916,10.967778,12.848215,11.29711,-12.537694,12.14305,11.864354,8.383795,2.4992256,14.274866,5.801062,6.3358736,-2.8164847,9.410131,2532.0184426229507,0.006150036
yes_noise.wav,Carine,yes,1,-274.01965,29.087852,22.897556,22.637663,11.248613,6.53783,8.797881,6.8752904,7.1018386,7.4569144,1.7978258,5.711696,-0.46888453,6.364424,0.48684293,4.9523783,0.15863346,4.993571,0.6962028,5.161881,1.8888984,4.503432,3.5316515,5.9476547,2.385423,5.2728367,6407.274590163935,0.010159051
yes_fast.wav,Carine,yes,1,-483.54184,100.79183,134.42885,43.914936,-12.601413,23.180311,32.58295,23.004498,15.52829,14.239354,5.318255,11.55888,-16.519043,11.847487,12.804545,11.627327,-7.6356835,11.4696865,0.37572628,8.092196,6.723491,10.070435,4.7296,10.558472,2.8953414,6.852175,2327.566964285714,0.0062551103
confirm_pitchup.wav,Sage,confirm,1,-543.7966,135.73045,87.64951,57.943413,4.2821865,20.878582,7.1926146,32.628143,25.178156,16.319866,-14.062571,14.688643,-3.9566283,13.463988,9.0496645,15.7108345,-4.614134,11.546501,3.2995307,11.044038,5.695387,8.915772,-11.963618,13.102507,4.002027,7.008477,3844.7916666666665,0.0047399704
confirm_fast.wav,Sage,confirm,1,-548.35767,146.33627,89.66177,56.804905,11.831195,23.885288,4.2332892,28.730162,26.202124,20.277506,-0.56723034,12.402126,-13.195895,14.14254,11.01877,8.157852,-2.0680327,14.700988,-1.6620839,13.808034,7.647602,6.7569203,-0.45695767,8.51447,-11.493075,9.730084,3916.619318181818,0.004799901
confirm_noise.wav,Sage,confirm,1,-284.5946,16.43379,15.416168,18.054361,9.700579,11.580819,7.1716905,8.076669,6.005866,6.9043083,1.9915164,5.2689424,0.42681918,4.4480495,0.5954869,4.757735,0.1381242,4.0875235,0.8520609,3.6362383,0.8329184,4.057474,0.6889582,3.6995335,-1.1130229,3.4749498,6570.052083333333,0.008637053
yes_pitchup.wav,Sage,yes,1,-530.98535,107.769325,66.46275,63.051327,13.226826,23.625963,4.62332,25.315208,19.8837,9.847124,2.9796357,15.831953,-19.339514,19.193697,8.715487,16.299051,-5.9253526,18.031652,-2.8966682,14.00549,2.1415858,7.77133,-7.366247,9.864107,-1.1197989,8.709847,4301.695478723404,0.00402898
yes_noise.wav,Sage,yes,1,-287.4578,17.044506,10.529646,17.44316,10.683258,9.614519,6.779504,8.871676,5.053105,5.813657,2.1276324,3.6785667,-0.28808045,4.4742284,-0.92354053,4.169227,-1.3114243,4.8351827,-1.8019962,6.155282,-1.2264755,4.3936224,-0.77773,2.5745618,-0.7042543,2.5366783,6647.938829787234,0.007845158
yes_fast.wav,Sage,yes,1,-527.5226,108.72226,69.72339,65.51719,17.588703,21.847109,7.1513996,25.41174,16.18239,12.774441,17.898363,12.842745,-19.245092,22.973604,2.8674486,10.9656105,-0.22498922,9.723763,-6.0763664,17.609865,-0.09146772,12.904959,1.4020368,8.668271,-10.382449,8.889719,4271.075581395349,0.00428741
